HomHumanSymbol	MouseSymbol
H3C3	H3c8
H3C8	H3c8
TRAV9-1	Trav6n-5
GJA1	Gja1
H3C1	H3c10
H3C10	H3c10
H3C11	H3c10
H3C2	H3c10
H3C3	H3c10
H3C6	H3c10
H3C8	H3c10
TRAV9-1	Trav6d-5
AFF1	Aff1
TRAV18	Trav12d-3
TPCN2	Tpcn2
CXorf65	Gm614
TRAV9-2	Trav6d-6
CLCN7	Clcn7
ANXA5	Anxa5
KCNK7	Kcnk7
TRAV9-2	Trav6-7-dv9
INAVA	Inava
ZMIZ1	Zmiz1
PELI3	Peli3
TRAV9-2	Trav6d-4
ATG7	Atg7
TRAV9-2	Trav6-1
NANOS1	Nanos1
TRAV8-1	Trav9-1
TRAV8-3	Trav9-1
REXO1	Rexo1
ASB12	Asb12
PLXNC1	Plxnc1
OTOP1	Otop1
EWSR1	Ewsr1
TTLL9	Ttll9
TDRP	Tdrp
CD164	Cd164
DNAJC5G	Dnajc5g
KCNK15	Kcnk15
SLC43A3	Slc43a3
SLC25A38	Slc25a38
SLC16A6	Slc16a6
OSBPL8	Osbpl8
CTC1	Ctc1
FBXO40	Fbxo40
RFX3	Rfx3
PI4KA	Pi4ka
CAPN5	Capn5
CERS3	Cers3
TMEM214	Tmem214
ZFYVE28	Zfyve28
TNMD	Tnmd
SLC4A1	Slc4a1
AGAP2	Agap2
ITGA8	Itga8
TRAV18	Trav12n-1
SPATS2	Spats2
RGS11	Rgs11
SPATS2L	Spats2l
WAPL	Wapl
TRAV18	Trav12n-3
PGGHG	Pgghg
KCNQ2	Kcnq2
TRAV9-2	Trav6n-7
GLIPR1L2	Glipr1l2
TRAV18	Trav12-2
PDZD8	Pdzd8
TRAV18	Trav12n-2
ZNF185	Zfp185
SMOC1	Smoc1
TRAV18	Trav12-3
EPO	Epo
KCNG1	Kcng1
FRMPD2	Frmpd2
TRAV9-2	Trav6-2
ANAPC5	Anapc5
TRAV9-2	Trav6-6
FMNL3	Fmnl3
TRAV9-2	Trav6d-7
MRM3	Mrm3
PROM1	Prom1
TRAV18	Trav12d-2
DDX3X	Ddx3x
CNOT9	Cnot9
UBR7	Ubr7
FEM1B	Fem1b
ATP6V0D1	Atp6v0d1
LNPEP	Lnpep
LDLRAD3	Ldlrad3
C2orf69	1700066M21Rik
LHFPL5	Lhfpl5
IP6K1	Ip6k1
RPS23	Rps23
CEP83	Cep83
POT1	Pot1b
POT1	Pot1a
MTUS1	Mtus1
MUC13	Muc13
ERBIN	Erbin
CA5B	Car5b
CDKN2D	Cdkn2d
CPN2	Cpn2
CA5A	Car5a
RPS19BP1	Rps19bp1
CD99	Cd99
TMEM125	Tmem125
CCDC66	Ccdc66
HSPB6	Hspb6
P2RY12	P2ry12
TRAV19	Trav16n
HSPB9	Hspb9
P2RY13	P2ry13
TRDV1	Trav15n-1
DIS3	Dis3
RNF212	Rnf212
TRDV1	Trav15-2-dv6-2
FOCAD	Focad
TRAV19	Trav16d-dv11
UNC5A	Unc5a
PRRC2B	Prrc2b
CD48	Cd48
CDC42BPA	Cdc42bpa
NUP214	Nup214
KCNK4	Kcnk4
KIF19	Kif19a
QSOX2	Qsox2
TTC21A	Ttc21a
SMARCD2	Smarcd2
LDLRAD2	Ldlrad2
TNFRSF25	Tnfrsf25
ACAP3	Acap3
ZBTB40	Zbtb40
APPBP2	Appbp2
JAKMIP1	Jakmip1
CTNND1	Ctnnd1
C17orf67	Gm525
SETDB1	Setdb1
PRSS16	Prss16
SERPINH1	Serpinh1
PLEK2	Plek2
TRDV1	Trav15-1-dv6-1
TRAV38-1	Trdv2-1
TRAV38-2DV8	Trdv2-1
DLGAP4	Dlgap4
CCL21	Ccl21a
TRAV9-1	Trav6-5
BICD2	Bicd2
CCL21	Ccl21b
TRAV9-2	Trav6d-3
CYTH4	Cyth4
CYREN	Cyren
ST7L	St7l
TRAV8-1	Trav9n-4
TRAV8-3	Trav9n-4
RINL	Rinl
TRDV1	Trav15n-2
CBLC	Cblc
LHFPL4	Lhfpl4
TRAV19	Trav16
LAMP5	Lamp5
KL	Kl
TRDV1	Trav15d-2-dv6d-2
NOA1	Noa1
CCL25	Ccl25
TRDV1	Trav15d-1-dv6d-1
PDAP1	Pdap1
NUP50	Nup50l
TRAV38-1	Trdv2-2
TRAV38-2DV8	Trdv2-2
CLCN3	Clcn3
CDCA4	Cdca4
RPL13A	Rpl13a
NUP50	Nup50
SLK	Slk
WDHD1	Wdhd1
EFS	Efs
DNAJC11	Dnajc11
SOCS6	Socs6
CCL21	Ccl21f
CCL21	Ccl21d
LAMC2	Lamc2
ADAMTS3	Adamts3
BICDL2	Bicdl2
H3C1	H3c11
H3C10	H3c11
H3C11	H3c11
H3C2	H3c11
H3C3	H3c11
H3C7	H3c11
H3C8	H3c11
ASPHD2	Asphd2
H3C1	H3c1
H3C10	H3c1
H3C11	H3c1
H3C2	H3c1
H3C3	H3c1
H3C4	H3c1
H3C8	H3c1
GPR107	Gpr107
ACSM3	Acsm3
TRAV9-2	Trav6-3
RAC3	Rac3
CCL21	Ccl21e
SHARPIN	Sharpin
FRMPD1	Frmpd1
SYNPO2	Synpo2
TEX11	Tex11
RAP1GDS1	Rap1gds1
SLC1A2	Slc1a2
PHACTR1	Phactr1
SLITRK4	Slitrk4
PPP2R5B	Ppp2r5b
MINDY4B	Mindy4b-ps
MTPAP	Mtpap
TRPC3	Trpc3
TUT7	Tut7
XRRA1	Xrra1
ZNF654	Zfp654
SERPINA3	Serpina3f
RIMS4	Rims4
SERPINA1	Serpina1b
SERPINA3	Serpina3n
SERPINA3	Serpina3k
SERPINA1	Serpina1e
SERPINA1	Serpina1d
SERPINA1	Serpina1a
SERPINA3	Serpina3c
SERPINA1	Serpina1c
RSPO4	Rspo4
ANGPT4	Angpt4
TLCD2	Tlcd2
STYXL2	Styxl2
SERPINA3	Serpina3m
SLC25A51	Slc25a51
SLC25A52	Slc25a51
LRP10	Lrp10
CHAT	Chat
KCNA2	Kcna2
AP1M1	Ap1m1
PNPLA1	Pnpla1
TBC1D13	Tbc1d13
RNF167	Rnf167
FADS6	Fads6
CA4	Car4
XKR8	Xkr8
FCGRT	Fcgrt
MRPL55	Mrpl55
F2RL2	F2rl2
MICA	Mill2
MICB	Mill2
ZNF341	Zfp341
ANKS1A	Anks1
CCL28	Ccl28
PIGW	Pigw
SELP	Selp
LIN28B	Lin28b
RBM15B	Rbm15b
CYP2R1	Cyp2r1
EGR4	Egr4
RXFP1	Rxfp1
KCNAB2	Kcnab2
SERPINA3	Serpina3i
SFI1	Sfi1
UPB1	Upb1
PLPBP	Plpbp
ACO2	Aco2
RAB5A	Rab5a
HSD17B12	Hsd17b12
ARG2	Arg2
TOMM40	Tomm40
NPRL3	Nprl3
MGAT5	Mgat5
CASS4	Cass4
GLT1D1	Glt1d1
PLG	Plg
PPFIA1	Ppfia1
SH2D2A	Sh2d2a
PASK	Pask
NUB1	Nub1
NPR2	Npr2
ZNF521	Zfp521
B3GALT6	B3galt6
TNFRSF18	Tnfrsf18
TNFSF18	Tnfsf18
TNFSF14	Tnfsf14
ATP10A	Atp10a
PTPRT	Ptprt
MAN2C1	Man2c1
BLVRB	Blvrb
CSRNP1	Csrnp1
POLRMT	Polrmt
MAP2K5	Map2k5
PTPRB	Ptprb
MMEL1	Mmel1
CEP72	Cep72
ZNF770	Zfp770
MORC3	Morc3
TIA1	Tia1
ZRSR2	Zrsr2
ZRSR2P1	Zrsr2
CCAR1	Ccar1
NANS	Nans
ZRSR2	Zrsr2-ps1
ZRSR2P1	Zrsr2-ps1
RASAL3	Rasal3
ALPK1	Alpk1
PHLDB3	Phldb3
CAPN15	Capn15
GPR4	Gpr4
APBB3	Apbb3
CCDC175	Ccdc175
STK31	Stk31
MTRR	Mtrr
PSMB6	Psmb6
ITGAL	Itgal
SCARF2	Scarf2
RGL3	Rgl3
ALOX12	Alox12
HSF2BP	Hsf2bp
CAV1	Cav1
SDR42E2	Sdr42e2
CDR2	Cdr2
TIMM44	Timm44
QPCTL	Qpctl
ALOX15	Alox15
PREX1	Prex1
CC2D1B	Cc2d1b
AFTPH	Aftph
DUS1L	Dus1l
TRIP6	Trip6
FOXP4	Foxp4
SNTG1	Sntg1
ELMO2	Elmo2
RAB19	Rab19
CYTIP	Cytip
EIF1AX	Eif1a
SHBG	Shbg
EIF1AX	Eif1ax
EIF1AY	Eif1ax
ST6GALNAC3	St6galnac3
CHPT1	Chpt1
FOSL1	Fosl1
ZFYVE21	Zfyve21
RPL3	Rpl3
TRABD	Trabd
PIK3R1	Pik3r1
UQCRC2	Uqcrc2
MYH7	Myh7
ATP2B4	Atp2b4
RAB3GAP1	Rab3gap1
GABPB1	Gabpb1
DRC3	Drc3
IL17C	Il17c
IL17D	Il17d
ARMC8	Armc8
LARP4B	Larp4b
COMMD8	Commd8
USP9Y	Usp9y
ATP2B2	Atp2b2
PI4KB	Pi4kb
ISOC1	Isoc1
CDH7	Cdh7
FAS	Fas
USP9X	Usp9x
NYX	Nyx
RSPRY1	Rspry1
AP1B1	Ap1b1
MRPL21	Mrpl21
TMA7	Tma7
KIF6	Kif6
DES	Des
CUEDC1	Cuedc1
SPA17	Spa17
MISP3	Misp3
PPM1H	Ppm1h
ZNF76	Zfp523
PELI1	Peli1
DDX28	Ddx28
MRPL18	Mrpl18
NKAIN4	Nkain4
TTC34	Ttc34
GPC5	Gpc5
PARM1	Parm1
MALRD1	Malrd1
AREL1	Arel1
RADX	Radx
ZNF318	Zfp318
TPPP2	Tppp2
TFPT	Tfpt
TTC28	Ttc28
PROS1	Pros1
PYGO1	Pygo1
SETMAR	Setmar
ENO4	Eno4
DUSP13B	Dusp13b
PTPRJ	Ptprj
TMEM26	Tmem26
STPG2	Stpg2
ZCCHC4	Zcchc4
FBLIM1	Fblim1
FOXRED1	Foxred1
FCER1A	Fcer1a
GK	Gykl1
FCGR3A	Fcgr4
FCGR3B	Fcgr4
SNCAIP	Sncaip
INO80B	Ino80b
ABHD8	Abhd8
ORC2	Orc2
DNALI1	Dnali1
RGS18	Rgs18
TTLL11	Ttll11
PPP1R3D	Ppp1r3d
SOAT2	Soat2
GK	Gk
GK2	Gk2
GFM1	Gfm1
CD209	Cd209e
DPP9	Dpp9
CD209	Cd209b
CLEC4M	Cd209b
SLC27A1	Slc27a1
SNAI3	Snai3
HDAC4	Hdac4
ZC3HC1	Zc3hc1
RAMP2	Ramp2
USP37	Usp37
DDX43	Ddx43
DR1	Dr1
CD209	Cd209d
TACR3	Tacr3
DEPTOR	Deptor
VIP	Vip
ME1	Me1
IPP	Ipp
PCDH11X	Pcdh11x
PCDH11Y	Pcdh11x
PNKP	Pnkp
TMEM130	Tmem130
ARHGEF6	Arhgef6
SIK3	Sik3
MRPL42	Mrpl42
ADGRG2	Adgrg2
STK39	Stk39
MAML2	Maml2
DTHD1	Dthd1
SVBP	Svbp
MAN2B2	Man2b2
SLC4A4	Slc4a4
SHOX2	Shox2
LINS1	Lins1
APOA4	Apoa4
APOA1	Apoa1
MET	Met
KIF22	Kif22
TIMM22	Timm22
TSGA10	Tsga10
CHST3	Chst3
MAPK8IP1	Mapk8ip1
COG7	Cog7
HYKK	Hykk
SRPK3	Srpk3
SCLY	Scly
GPAM	Gpam
SAMD1	Samd1
CDC42SE2	Cdc42se2
LRRK1	Lrrk1
C10orf53	1700024G13Rik
TNFSF13B	Tnfsf13b
SLC34A1	Slc34a1
ZFYVE27	Zfyve27
CNKSR3	Cnksr3
FBXW10	Fbxw10
FBXW10B	Fbxw10
KHDRBS2	Khdrbs2
ARV1	Arv1
MRAS	Mras
SLC22A13	Slc22a13
SLC22A14	Slc22a14
ANKS3	Anks3
GIMAP1	Gimap1
GASK1B	Gask1b
DNMBP	Dnmbp
IL1RN	Il1rn
TMEM132A	Tmem132a
IL36RN	Il36rn
IL1F10	Il1f10
ALDH9A1	Aldh9a1
IL36B	Il36b
DHRS9	Dhrs9
IL36A	Il36a
SERPING1	Serping1
SLC7A15P	Slc7a15
HP	Hp
HPR	Hp
CYTL1	Cytl1
GMPR2	Gmpr2
METTL21C	Mettl21c
SLC2A2	Slc2a2
OFCC1	Ofcc1
DPP3	Dpp3
ATP5F1B	Atp5f1b
NQO1	Nqo1
ABCB4	Abcb4
NQO2	Nqo2
UAP1	Uap1
TMEM106C	Tmem106c
HMX1	Hmx1
SNX21	Snx21
SAMD10	Samd10
TFAM	Tfam
ABCB1	Abcb1a
UBE2T	Ube2t
ABCB1	Abcb1b
IQCA1L	Iqca1l
CBLN4	Cbln4
LENG9	Leng9
MYRF	Myrf
ALKBH5	Alkbh5
CCDC89	Ccdc89
FOXO1	Foxo1
CHCHD7	Chchd7
SFRP2	Sfrp2
ANGPTL8	Angptl8
ADGRG3	Adgrg3
CNOT7	Cnot7
WIPF1	Wipf1
SMC5	Smc5
NAXD	Naxd
TBC1D2	Tbc1d2
PICK1	Pick1
WNT9B	Wnt9b
ADGRG5	Adgrg5
EPHB6	Ephb6
TRIL	Tril
ITGA10	Itga10
ERICH2	Erich2
TOM1L2	Tom1l2
PRR15	Prr15
DHX33	Dhx33
RBM46	Rbm46
PHOSPHO2	Phospho2
NEK11	Nek11
ZFYVE1	Zfyve1
MSH5	Msh5
ATP6V1C2	Atp6v1c2
GLYCTK	Glyctk
MRI1	Mri1
TMEM102	Tmem102
NAB2	Nab2
GPR174	Gpr174
COL4A4	Col4a4
FOXJ3	Foxj3
DCLRE1B	Dclre1b
PIGN	Pign
SPINT2	Spint2
SLC7A9	Slc7a9
KCNJ14	Kcnj14
NEDD9	Nedd9
FBXW8	Fbxw8
GPR155	Gpr155
TRMT10B	Trmt10b
ASPA	Aspa
SPG11	Spg11
HSD17B7	Hsd17b7
SLC12A1	Slc12a1
DCAF12	Dcaf12
SLC7A10	Slc7a10
CLCN4	Clcn4
FAM135A	Fam135a
ENOX2	Enox2
LPAR6	Lpar6
HEATR6	Heatr6
PELP1	Pelp1
CLTB	Cltb
CDH16	Cdh16
UIMC1	Uimc1
HGSNAT	Hgsnat
GRK6	Grk6
GPR20	Gpr20
ANAPC11	Anapc11
PLEKHA6	Plekha6
PCDH12	Pcdh12
RAB31	Rab31
FBXL13	Fbxl13
LRIF1	Lrif1
RNF32	Rnf32
DKK2	Dkk2
KDM3B	Kdm3b
DPEP1	Dpep1
EXOC5	Exoc5
CCDC33	Ccdc33
SOCS7	Socs7
SPACA4	Spaca4
KLF16	Klf16
VAT1L	Vat1l
DOK3	Dok3
SOCS5	Socs5
OSCP1	Oscp1
IMPG1	Impg1
PROZ	Proz
GCFC2	Gcfc2
USP38	Usp38
MTFR2	Mtfr2
GPR35	Gpr35
ANKRD13D	Ankrd13d
TTLL13	Ttll13
TTYH1	Ttyh1
ANKRD55	Ankrd55
ZNF667	Zfp667
CFAP97D1	Cfap97d1
DNAJC6	Dnajc6
PLAUR	Plaur
LEPR	Lepr
SHISA5	Shisa5
ULK4	Ulk4
PSMB10	Psmb10
IL12RB2	Il12rb2
RBM10	Rbm10
MAPKAPK3	Mapkapk3
ALKBH8	Alkbh8
C3orf18	6430571L13Rik
TTLL6	Ttll6
ARHGAP31	Arhgap31
C11orf96	Gm13889
ANXA2	Anxa2
ANXA2P2	Anxa2
ARFGEF1	Arfgef1
ART2BP	Art2b
MTIF2	Mtif2
FAH	Fah
HNF4A	Hnf4a
APOC1	Apoc1
COMTD1	Comtd1
CYP27A1	Cyp27a1
C11orf54	4931406C07Rik
HSDL2	Hsdl2
ZNF526	Zfp526
CEP162	Cep162
GOLM1	Golm1
RUSC1	Rusc1
IL2RB	Il2rb
IL6R	Il6ra
IL23R	Il23r
COLEC10	Colec10
MTNR1A	Mtnr1a
ZNF574	Zfp574
IL21R	Il21r
NBEAL2	Nbeal2
TMEM82	Tmem82
DOCK1	Dock1
TEX36	Tex36
DOCK5	Dock5
TAF4	Taf4
C1QTNF6	C1qtnf6
CCDC32	Ccdc32
PHF1	Phf1
E2F2	E2f2
PTGER1	Ptger1
SLC4A2	Slc4a2
LRCH2	Lrch2
GIMAP8	Gimap8
GAL3ST2	Gal3st2
IL7R	Il7r
CD4	Cd4
PCLAF	Pclaf
GAL3ST2	Gal3st2c
GAL3ST2	Gal3st2b
CTSL	Ctsl
CTSV	Ctsl
LRP3	Lrp3
CIR1	Cir1
C1S	C1s1
C1S	C1s2
CLTRN	Cltrn
EIF2AK1	Eif2ak1
PRKD1	Prkd1
IL1RAPL1	Il1rapl1
TEKT3	Tekt3
MCU	Mcu
KISS1	Kiss1
KDF1	Kdf1
ALOX15B	Alox8
FGF7	Fgf7
INPP5D	Inpp5d
ARHGAP19	Arhgap19
NUDT7	Nudt7
IKZF2	Ikzf2
VSIG10L	Vsig10l
MICALL1	Micall1
CLIP3	Clip3
TTC29	Ttc29
MYO5C	Myo5c
IGSF6	Igsf6
EPM2A	Epm2a
KCNN4	Kcnn4
TBC1D2B	Tbc1d2b
MEP1B	Mep1b
PRSS41	Prss41
CEL	Cel
LPAR5	Lpar5
AGT	Agt
CD9	Cd9
TDO2	Tdo2
C6orf58	2310057J18Rik
TAT	Tat
CHIA	Chil5
CBX3	Cbx3
MAP1LC3B	Map1lc3b
MAP1LC3B2	Map1lc3b
TRAK1	Trak1
CDH26	Cdh26
TMEM245	Tmem245
TOP3A	Top3a
DUSP28	Dusp28
EPN2	Epn2
PTAFR	Ptafr
RECQL5	Recql5
SPHK2	Sphk2
ATXN7L1	Atxn7l1
ITGB8	Itgb8
FBXO21	Fbxo21
ZNRD2	Znrd2
SHMT2	Shmt2
DUS2	Dus2
CCDC97	Ccdc97
ICAM2	Icam2
SLC1A3	Slc1a3
LRRK2	Lrrk2
CENPW	Cenpw
PPP1R16B	Ppp1r16b
MST1R	Mst1r
CD79A	Cd79a
CHST15	Chst15
PDGFC	Pdgfc
ADGRL1	Adgrl1
PDGFD	Pdgfd
ENKD1	Enkd1
PHLPP1	Phlpp1
CHIA	Chil6
CHIA	Chil3
CHIA	Chia1
CHIA	Chil4
AHSG	Ahsg
ZNF423	Zfp423
PRDX4	Prdx4
CPB1	Cpb1
YY1	Yy1
TTLL5	Ttll5
VIRMA	Virma
FOXJ2	Foxj2
TMEM150B	Tmem150b
HDC	Hdc
IFT46	Ift46
PGLYRP2	Pglyrp2
ART5	Art5
SNED1	Sned1
KLHL30	Klhl30
JAKMIP3	Jakmip3
POLN	Poln
KCNC3	Kcnc3
PCSK6	Pcsk6
SOWAHA	Sowaha
AFF4	Aff4
PPAN	Ppan
PPAN-P2RY11	Ppan
MYH14	Myh14
NAALADL1	Naaladl1
GAPDH	Gapdhrt
GAPDH	Gapdh
GAPDH	Gapdhrt2
CORO1C	Coro1c
IMPDH2	Impdh2
POLA1	Pola1
KBTBD8	Kbtbd8
BRWD3	Brwd3
ESR2	Esr2
ROCK2	Rock2
EPB41L4B	Epb41l4b
CPNE7	Cpne7
CD28	Cd28
ATG2A	Atg2a
ALKAL2	Alkal2
QRFPR	Qrfprl
PODN	Podn
PDE4A	Pde4a
FAM217B	Fam217b
CFAP97D2	Cfap97d2
KCNN3	Kcnn3
RMI2	Rmi2
CLSTN3	Clstn3
FRMD4B	Frmd4b
SIGLEC15	Siglec15
RUVBL2	Ruvbl2
PHEX	Phex
TTN	Ttn
RUVBL1	Ruvbl1
TTC27	Ttc27
OMP	Omp
ZCCHC7	Zcchc7
PFDN4	Pfdn4
UBXN11	Ubxn11
ELOVL6	Elovl6
CCL24	Ccl24
CAPNS1	Capns1
CCL17	Ccl17
HDAC7	Hdac7
GLUD1	Glud1
GLUD2	Glud1
C2orf88	1700019D03Rik
CS	Csl
UBE2M	Ube2m
CS	Cs
RNF133	Rnf133
RNF148	Rnf148
EXOC1	Exoc1
SMC2	Smc2
SIRT2	Sirt2
LAPTM4A	Laptm4a
RNF128	Rnf128
AGRN	Agrn
PRKAR2A	Prkar2a
HMGN1	Hmgn1
SMAD7	Smad7
MBP	Mbp
EPB41	Epb41
CDH12	Cdh12
AZIN1	Azin1
SCFD1	Scfd1
NFE2	Nfe2
TTK	Ttk
RPS27A	Rps27a
RPS27AP5	Rps27a
INTS9	Ints9
DCLK1	Dclk1
SLC6A16	Slc6a16
TLCD3B	Tlcd3b
TMCC1	Tmcc1
PIM1	Pim1
NUDT8	Nudt8
NXPE3	Nxpe3
RAP1GAP2	Rap1gap2
SLC6A21P	Slc6a21
FEZF1	Fezf1
POMT1	Pomt1
LRRC51	Lrrc51
LRTOMT	Lrrc51
TOMT	Lrrc51
ABI3	Abi3
GALNTL5	Galntl5
GALNT11	Galnt11
FUT7	Fut7
PLXNA1	Plxna1
SMPD3	Smpd3
CFAP91	Cfap91
LRRC8D	Lrrc8d
IGFALS	Igfals
MMP16	Mmp16
GRM3	Grm3
TMPPE	Tmppe
HLF	Hlf
SSTR3	Sstr3
APLP2	Aplp2
SPIRE1	Spire1
CCNYL1	Ccnyl1
C19orf25	2310011J03Rik
HDX	Hdx
NECAB3	Necab3
STEAP2	Steap2
TERF2IP	Terf2ip
MSH4	Msh4
ARMC10	Armc10
EFCAB12	Efcab12
ARMCX2	Armcx2
ARMCX3	Armcx3
KLC3	Klc3
IFNE	Ifne
ESM1	Esm1
IFNA1	Ifna12
IFNA10	Ifna12
IFNA13	Ifna12
IFNA14	Ifna12
IFNA16	Ifna12
IFNA17	Ifna12
IFNA2	Ifna12
IFNA21	Ifna12
IFNA4	Ifna12
IFNA5	Ifna12
IFNA6	Ifna12
IFNA7	Ifna12
IFNA8	Ifna12
IFNK	Ifnk
UGT2B28	Ugt2b38
IFNA1	Ifna11
IFNA10	Ifna11
IFNA13	Ifna11
IFNA14	Ifna11
IFNA16	Ifna11
IFNA17	Ifna11
IFNA2	Ifna11
IFNA21	Ifna11
IFNA4	Ifna11
IFNA5	Ifna11
IFNA6	Ifna11
IFNA7	Ifna11
IFNA8	Ifna11
UGT2B28	Ugt2b37
IFNA1	Ifna5
IFNA10	Ifna5
IFNA13	Ifna5
IFNA14	Ifna5
IFNA16	Ifna5
IFNA17	Ifna5
IFNA2	Ifna5
IFNA21	Ifna5
IFNA4	Ifna5
IFNA5	Ifna5
IFNA6	Ifna5
IFNA7	Ifna5
IFNA8	Ifna5
UGT2A2	Ugt2a2
IFNA1	Ifna4
IFNA10	Ifna4
IFNA13	Ifna4
IFNA14	Ifna4
IFNA16	Ifna4
IFNA17	Ifna4
IFNA2	Ifna4
IFNA21	Ifna4
IFNA4	Ifna4
IFNA5	Ifna4
IFNA6	Ifna4
IFNA7	Ifna4
IFNA8	Ifna4
CNTN4	Cntn4
IFNA1	Ifna6
IFNA10	Ifna6
IFNA13	Ifna6
IFNA14	Ifna6
IFNA16	Ifna6
IFNA17	Ifna6
IFNA2	Ifna6
IFNA21	Ifna6
IFNA4	Ifna6
IFNA5	Ifna6
IFNA6	Ifna6
IFNA7	Ifna6
IFNA8	Ifna6
DCAF5	Dcaf5
TRIM23	Trim23
IFNA1	Ifna13
IFNA10	Ifna13
IFNA13	Ifna13
IFNA14	Ifna13
IFNA16	Ifna13
IFNA17	Ifna13
IFNA2	Ifna13
IFNA21	Ifna13
IFNA4	Ifna13
IFNA5	Ifna13
IFNA6	Ifna13
IFNA7	Ifna13
IFNA8	Ifna13
UGT2A3	Ugt2a3
IFNA1	Ifna16
IFNA10	Ifna16
IFNA13	Ifna16
IFNA14	Ifna16
IFNA16	Ifna16
IFNA17	Ifna16
IFNA2	Ifna16
IFNA21	Ifna16
IFNA4	Ifna16
IFNA5	Ifna16
IFNA6	Ifna16
IFNA7	Ifna16
IFNA8	Ifna16
UGT2A1	Ugt2a1
IFNA1	Ifna9
IFNA10	Ifna9
IFNA13	Ifna9
IFNA14	Ifna9
IFNA16	Ifna9
IFNA17	Ifna9
IFNA2	Ifna9
IFNA21	Ifna9
IFNA4	Ifna9
IFNA5	Ifna9
IFNA6	Ifna9
IFNA7	Ifna9
IFNA8	Ifna9
CENPE	Cenpe
IFNA1	Ifna1
IFNA10	Ifna1
IFNA13	Ifna1
IFNA14	Ifna1
IFNA16	Ifna1
IFNA17	Ifna1
IFNA2	Ifna1
IFNA21	Ifna1
IFNA4	Ifna1
IFNA5	Ifna1
IFNA6	Ifna1
IFNA7	Ifna1
IFNA8	Ifna1
XAF1	Xaf1
IFNA1	Ifna7
IFNA10	Ifna7
IFNA13	Ifna7
IFNA14	Ifna7
IFNA16	Ifna7
IFNA17	Ifna7
IFNA2	Ifna7
IFNA21	Ifna7
IFNA4	Ifna7
IFNA5	Ifna7
IFNA6	Ifna7
IFNA7	Ifna7
IFNA8	Ifna7
AGGF1	Aggf1
IFNA1	Ifna2
IFNA10	Ifna2
IFNA13	Ifna2
IFNA14	Ifna2
IFNA16	Ifna2
IFNA17	Ifna2
IFNA2	Ifna2
IFNA21	Ifna2
IFNA4	Ifna2
IFNA5	Ifna2
IFNA6	Ifna2
IFNA7	Ifna2
IFNA8	Ifna2
IFNA1	Ifna15
IFNA10	Ifna15
IFNA13	Ifna15
IFNA14	Ifna15
IFNA16	Ifna15
IFNA17	Ifna15
IFNA2	Ifna15
IFNA21	Ifna15
IFNA4	Ifna15
IFNA5	Ifna15
IFNA6	Ifna15
IFNA7	Ifna15
IFNA8	Ifna15
TYW5	Tyw5
RADIL	Radil
GUCD1	Gucd1
ATG12	Atg12
ZNF438	Zfp438
ULK1	Ulk1
MIEF2	Mief2
HTR1A	Htr1a
SRD5A1	Srd5a1
TSEN2	Tsen2
DENND5A	Dennd5a
AGPAT5	Agpat5
ITGB3	Itgb3
NARS2	Nars2
HAUS3	Haus3
IRAK1	Irak1
PRKAR1B	Prkar1b
TYK2	Tyk2
SNX20	Snx20
DNAJC30	Dnajc30
SMCO4	Smco4
NXF2	Nxf2
NXF2B	Nxf2
NXF5	Nxf2
VWA3A	Vwa3a
NXF3	Nxf3
NXF2	Nxf7
NXF2B	Nxf7
CECR2	Cecr2
SNTB2	Sntb2
GALR3	Galr3
ISCA2	Isca2
CPNE8	Cpne8
EPHB3	Ephb3
CIITA	Ciita
BCAM	Bcam
NES	Nes
ABL1	Abl1
TTL	Ttl
NLRC3	Nlrc3
ARSI	Arsi
RNF44	Rnf44
NOD1	Nod1
CACHD1	Cachd1
COMMD4	Commd4
NWD1	Nwd1
MAML1	Maml1
TKFC	Tkfc
TRAF1	Traf1
FES	Fes
MANF	Manf
TRAF5	Traf5
LMTK2	Lmtk2
JMJD4	Jmjd4
LRRC10	Lrrc10
ITGB6	Itgb6
NDUFAF7	Ndufaf7
NLRX1	Nlrx1
AATK	Aatk
SAMD13	Samd13
UPF3A	Upf3a
IL22RA1	Il22ra1
ARMCX1	Armcx1
CROCC2	Crocc2
ATG2B	Atg2b
TESMIN	Tesmin
EDRF1	Edrf1
PET100	Pet100
GPAA1	Gpaa1
AIPL1	Aipl1
TRAPPC14	Trappc14
ARHGEF33	Arhgef33
CCNB3	Ccnb3
IRF3	Irf3
IFNAR2	Ifnar2
MBNL1	Mbnl1
RHOBTB2	Rhobtb2
VRTN	Vrtn
IL19	Il19
AGMAT	Agmat
IL20	Il20
TYW1	Tyw1
TYW1B	Tyw1
IL20RB	Il20rb
FUT11	Fut11
IFNA1	Ifna14
IFNA10	Ifna14
IFNA13	Ifna14
IFNA14	Ifna14
IFNA16	Ifna14
IFNA17	Ifna14
IFNA2	Ifna14
IFNA21	Ifna14
IFNA4	Ifna14
IFNA5	Ifna14
IFNA6	Ifna14
IFNA7	Ifna14
IFNA8	Ifna14
FAM83G	Fam83g
IFNA1	Ifnab
IFNA10	Ifnab
IFNA13	Ifnab
IFNA14	Ifnab
IFNA16	Ifnab
IFNA17	Ifnab
IFNA2	Ifnab
IFNA21	Ifnab
IFNA4	Ifnab
IFNA5	Ifnab
IFNA6	Ifnab
IFNA7	Ifnab
